logged_at,decision_time,asset,contract_ticker,close_time,spot,floor_strike,offset_pct,tau_minutes,spread,p_market,p_model_15m,raw_edge,side,decision,z_score,bp_5m,body_5m,dir_5m,vol_ratio,vol_ratio_5m,body_15m,bp_15m,dir_15m,upper_wick_15m,lower_wick_15m,atr_ratio_15m,range_ratio_15m,consec_dir_15m,stoch_k_5m,stoch_k_15m,chg_1m,chg_5m,chg_15m,vwap_dist,ema_bias,ema_bias_1h,ema20_dist_1h,ema50_dist_1h,nearest_res_dist_pct,composite_p_up,realized_vol_annual,vol_ratio_1h,bp_1h,chg_1h,dir_1h,consec_dir_1h,stoch_k_1h,stoch_cross_1h,rsi_1h,macd_hist_1h,donchian_breakout_1h,engulfing_1h,bb_pct_1h,mu6h,mu12h,mu24h,regime_z,arima_forecast_1h,stoch_k_4h,rsi_4h,chg_4h,bp_4h,liq_score,liq_bias,oi_chg_pct,ls_long_pct,fear_greed,cg_composite,kelly_fraction,bet_fraction,bet_amount,bankroll,resolved_yes,would_win,would_pnl,spot_at_expiry,price_move_pct,miss_pct,markov_regime_1h,markov_regime_15m,markov_eth_daily,markov_sol_6h,markov_sol_4h,markov_sol_1h,p_up_v2_btc,z_drift_6h,p_gbdt,autocorr1_15,autocorr1_30,hurst_exponent,ou_theta,ou_halflife,ou_mu_distance,kalman_velocity,kalman_residual,kc_pct_1h,kc_bo_1h,cvd_4h,cg_futures_delta_4h,cg_futures_ratio_4h,cg_futures_cvd_12h,vwap_hmm_state,p_up_v3,v3_agree,pup_v3_hmm_state,logged_at_p,cg_ts,cg_state,won,be,tedge,week,kc_pct_5m_r,kc_bo_5m_r,donch_brk_5m_r,donch_pos_5m_r,scross_5m_r,kalman_vel_5m_r,kalman_res_5m_r,hurst_5m_r,ou_theta_5m_r,kc_pct_15m_r,kc_bo_15m_r,donch_brk_15m_r,donch_pos_15m_r,scross_15m_r,kalman_vel_15m_r,kalman_res_15m_r,hurst_15m_r,ou_theta_15m_r,arima_15m_r,arima_1h_r,stoch_k_4h_r,rsi_4h_r,garch_r,macro_bull_r,macro_sideways_r,macro_bear_r,ms_state_r,vd_state_r,vw_ts,vwap_state_r,p_up_v3_r
2026-06-29 07:54:33.871758+00:00,2026-06-29T07:54:33.858473+00:00,BTC,KXBTC15M-26JUN290400-00,2026-06-29T08:00:00Z,60008.4562,59970.76,0.0629,5.44,0.01,0.805,0.9052,0.1002,yes,trade,-0.7362,0.5,0.0,0.0,0.0,1.0,0.3014,0.0,-1,0.6986,0.0,0.002869,0.2157,3.0,72.84,75.33,0.0,0.0404,-0.0214,-0.0768,1,1.0,0.4152,0.1231,999.0,,0.2653,1.0,0.1075,-0.0092,-1,2.0,81.92,0.0,57.04,80.035261,0.0,0,0.7333,0.0012425,0.0006875,5.95e-05,0.2227,,,,0.7905,0.8722,-2.0,-1.0,0.0291,67.8,13.0,1.0,0.514,0.0411,82.11,2000.0,0.0,0.0,-82.11,60113.72,0.1754,0.2384,Sideways,Bull,Bear,Bull,Bull,Sideways,,1.2592,0.9021,-0.1042,-0.1189,1.0,2.141,0.3238,0.1166,-0.0004,-0.0006,0.6758,0.0,-890.71,197991077.43,1.073405,-161701634.68,,,,,2026-06-29 07:54:33.871758+00:00,2026-06-29 07:00:00+00:00,3,False,0.805,-0.805,2026-06-27/2026-07-03,0.6779284830545426,0,0,0.4103948530339374,1,0.0002758110713953356,2.031750705243395e-05,0.9721688903390205,1.8934874940604265,0.6718262813032723,0,0,0.7533380479412277,0,0.00017954702404857743,-0.00013620396158606901,0.31502643097547783,1.8016571395472163,-0.00013859190895204636,-0.00029309815062001016,46.547010054683405,50.62296897201418,0.7615926472603802,0.9873670808699454,4.684325555927473e-06,0.012628234804489907,7,4,2026-06-29 07:49:30+00:00,1.0,0.47518453579298237
2026-06-29 08:19:57.784154+00:00,2026-06-29T08:19:57.776020+00:00,BTC,KXBTC15M-26JUN290430-30,2026-06-29T08:30:00Z,59908.5575,59867.76,0.0681,10.04,0.01,0.695,0.8437,0.1487,yes,trade,-0.5098,0.7198,0.7198,1.0,0.101,1.0,0.7808,0.2192,-1,0.0,0.2192,0.002768,1.1161,1.0,29.75,63.49,0.0399,0.0543,-0.131,-0.0995,-1,1.0,0.4095,0.1151,999.0,,0.3058,1.0,0.7284,0.0994,1,3.0,83.6,-1.0,59.88,87.619141,0.0,1,0.7766,0.0017828,0.0008826,-6.11e-05,0.214,,50.0,50.0,0.0752,0.7533,-2.0,-1.0,-0.0022,67.76,13.0,1.0,0.4877,0.039,77.84,2000.0,0.0,0.0,-77.84,59818.5,-0.1503,-0.0823,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.3493,0.8401,-0.1021,-0.1097,0.8982,2.212,0.3134,0.1881,-0.0004,0.0,0.6695,0.0,10176.23,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 08:19:57.784154+00:00,2026-06-29 08:00:00+00:00,3,False,0.695,-0.695,2026-06-27/2026-07-03,0.3499763092260639,0,0,0.29750050802681727,0,0.0004279503733256207,-5.276742936441881e-05,0.7081470279309643,1.846340682669506,0.14775378722413945,0,0,0.44173061293420846,0,-0.0009352174578777788,7.111043687167392e-05,0.29616932450617345,1.8342833231733937,0.0005992597036075437,0.00043268606472165495,26.07088257776194,44.49282252452106,0.7437189998532698,0.9905473762184559,3.494510629281306e-06,0.009449129270908397,7,4,2026-06-29 08:09:48+00:00,7.0,0.5006406247359477
2026-06-29 08:50:22.035093+00:00,2026-06-29T08:50:22.019950+00:00,BTC,KXBTC15M-26JUN290500-00,2026-06-29T09:00:00Z,59823.4263,59784.7,0.0648,9.64,0.01,0.685,0.8399,0.1549,yes,trade,-0.519,0.4905,0.4905,1.0,1.454,1.0,0.4891,0.6875,1,0.3125,0.1984,0.002528,0.7463,2.0,38.05,35.38,0.0376,0.0491,0.0491,0.0168,1,1.0,0.4095,0.1151,999.0,,0.2914,1.0,0.7284,0.0994,1,3.0,83.6,-1.0,59.88,87.619141,0.0,1,0.7766,0.0017828,0.0008826,-6.11e-05,0.214,,,,0.0752,0.7533,0.0,1.0,-0.1472,67.99,13.0,1.0,0.4918,0.0393,78.78,2000.0,0.0,0.0,-78.78,59835.13,0.0196,0.0844,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.2562,0.8401,-0.1021,-0.1097,0.8982,2.212,0.3134,0.1881,-0.0004,0.0,0.6695,0.0,21367.78,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 08:50:22.035093+00:00,2026-06-29 08:00:00+00:00,3,False,0.685,-0.685,2026-06-27/2026-07-03,0.4056974466569803,0,0,0.3112713472485923,0,-0.0004996020237403775,-0.00010094830606206698,0.7259322755672852,1.667619511226232,0.2636886271212657,0,0,0.464561277588368,0,0.000402019821824139,-0.00016520410018662458,0.3541283560461742,1.8252233948837575,8.725409909210722e-05,0.00043268606472165495,26.07088257776194,44.49282252452106,0.7437189998532698,0.9905473762184559,3.494510629281306e-06,0.009449129270908397,7,4,2026-06-29 08:40:12+00:00,3.0,0.5006406247359477
2026-06-29 09:10:38.265846+00:00,2026-06-29T09:10:38.255939+00:00,BTC,KXBTC15M-26JUN290515-15,2026-06-29T09:15:00Z,59786.8738,59767.9,0.0317,4.37,0.01,0.675,0.8302,0.1552,yes,trade,-0.4567,0.311,0.689,-1.0,0.129,1.0,0.4775,0.0,-1,0.5225,0.0,0.002261,0.6493,1.0,25.24,13.37,0.0,0.0094,-0.0191,-0.0464,-1,-1.0,-0.0494,-0.3142,0.0161,,0.2412,1.0,0.186,-0.3265,-1,-1.0,64.05,0.0,54.02,68.977301,0.0,-1,0.5766,0.0002293,0.0002679,-0.0004141,-0.023,,,,0.0752,0.7533,-2.0,-1.0,-0.0275,68.06,13.0,1.0,0.4774,0.0382,76.28,2000.0,1.0,1.0,36.73,59951.06,0.2746,0.3065,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.2519,0.8059,-0.1052,-0.1147,0.7406,2.1425,0.3235,-1.4905,-0.0024,-0.0008,0.4672,0.0,10037.36,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 09:10:38.265846+00:00,2026-06-29 09:00:00+00:00,3,True,0.675,0.3249999999999999,2026-06-27/2026-07-03,0.3032014033029637,0,0,0.2186600667664398,0,1.5485739858206525e-05,-8.991403653520544e-06,0.8582453852497114,1.7236826604033797,0.32058788413641354,0,0,0.4803728058601861,0,0.0003866767665336944,-7.534977259928267e-06,0.29306341761638793,1.8200906501719982,2.1584935448461912e-05,-0.0006776986014514761,41.3807549832422,48.92231091729989,0.7555815424840604,0.9845409727281249,4.4579266451241565e-06,0.01545456934523935,7,4,2026-06-29 09:10:36+00:00,5.0,0.4668522372989663
2026-06-29 09:20:50.693180+00:00,2026-06-29T09:20:50.688328+00:00,BTC,KXBTC15M-26JUN290530-30,2026-06-29T09:30:00Z,59912.6463,59847.07,0.1096,9.16,0.01,0.835,0.9172,0.0822,yes,trade,-0.7598,0.3373,0.3373,1.0,2.309,1.0,0.2523,0.5336,1,0.4664,0.2813,0.002046,0.4384,2.0,71.0,38.19,-0.1475,-0.0092,0.2451,0.1771,1,-1.0,-0.0494,-0.3142,999.0,,0.3453,1.0,0.186,-0.3265,-1,-1.0,64.05,0.0,54.02,68.977301,0.0,-1,0.5766,0.0002293,0.0002679,-0.0004141,-0.023,,,,0.0752,0.7533,0.0,0.9392,-0.025,68.1,13.0,2.0,0.4983,0.0399,79.33,2000.0,1.0,1.0,15.68,59935.06,0.0374,0.147,Sideways,Sideways,Bear,Bull,Bull,Sideways,,1.3278,0.8946,-0.1052,-0.1147,0.7406,2.1425,0.3235,-1.4905,-0.0024,-0.0008,0.4672,0.0,8482.74,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 09:20:50.693180+00:00,2026-06-29 09:00:00+00:00,3,True,0.835,0.165,2026-06-27/2026-07-03,0.42378873978691,0,0,0.34475029140143015,-1,-0.0028933984583418273,-0.0004321380650159738,0.8362952908386722,2.2826114269435336,0.5180572601494992,0,0,0.5647607688329189,1,0.000664469592240126,0.00013644924581254292,0.3039358476059928,1.8247596285754575,-0.00018502199654598975,-0.0006776986014514761,41.3807549832422,48.92231091729989,0.7555815424840604,0.9845409727281249,4.4579266451241565e-06,0.01545456934523935,7,4,2026-06-29 09:20:48+00:00,7.0,0.4668522372989663
2026-06-29 10:01:29.614806+00:00,2026-06-29T10:01:29.603462+00:00,BTC,KXBTC15M-26JUN290615-15,2026-06-29T10:15:00Z,60008.0037,59965.53,0.0708,13.51,0.01,0.695,0.8356,0.1406,yes,trade,-0.4246,0.7453,0.7453,1.0,0.194,1.0,0.5424,0.7962,1,0.2038,0.2538,0.002018,0.9961,5.0,96.37,74.86,0.0526,0.0286,0.1344,0.3057,1,1.0,0.2705,0.0406,999.0,,0.3289,1.0,0.8473,0.3374,1,1.0,78.67,1.0,59.19,68.099461,0.0,1,0.7639,-2.89e-05,0.0008859,-0.000165,0.1285,,,,0.0752,0.7533,0.0,1.0,-0.0379,68.19,13.0,2.0,0.461,0.0369,73.67,2000.0,1.0,1.0,32.33,60205.38,0.3289,0.4,Sideways,Sideways,Bear,Bull,Bull,Bull,,1.4328,0.8538,-0.1504,-0.1494,0.6941,1.886,0.3675,1.1938,0.0018,0.0016,0.6105,0.0,8202.75,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 10:01:29.614806+00:00,2026-06-29 10:00:00+00:00,3,True,0.695,0.305,2026-06-27/2026-07-03,1.1190732096304588,1,1,1.0,0,0.0008836013893748864,1.213211155799655e-05,0.789055350323209,1.5403759565946773,0.993657336324022,0,0,0.8378351227475284,0,0.0008706710210616198,0.0002174757250845206,0.42146867361040996,2.1980376330286178,-0.0005490494409656513,-0.00040167161304481916,45.29458458281883,50.19991694302489,0.7556476466028743,0.9832471557789552,4.928966909726534e-06,0.016747915254147087,7,4,2026-06-29 09:56:24+00:00,7.0,0.48200422201303034
2026-06-29 10:21:51.191106+00:00,2026-06-29T10:21:51.178503+00:00,BTC,KXBTC15M-26JUN290630-30,2026-06-29T10:30:00Z,60215.8288,60146.97,0.1145,8.15,0.01,0.695,0.8642,0.1692,yes,trade,-0.8889,1.0,1.0,1.0,0.078,1.0,0.6933,0.6933,1,0.3067,0.0,0.002158,1.5885,5.0,94.45,94.82,-0.0451,0.0789,0.2418,0.3266,1,1.0,0.2705,0.0406,999.0,,0.3269,1.0,0.8473,0.3374,1,1.0,78.67,1.0,59.19,68.099461,0.0,1,0.7639,-2.89e-05,0.0008859,-0.000165,0.1285,,,,0.0752,0.7533,0.0,1.0,-0.0349,68.04,13.0,2.0,0.5548,0.0444,88.96,2000.0,0.0,0.0,-88.96,60178.56,-0.0619,0.0525,Sideways,Bull,Bear,Bull,Bull,Bull,,1.4839,0.8859,-0.1504,-0.1494,0.6941,1.886,0.3675,1.1938,0.0018,0.0016,0.6105,0.0,-4447.93,3848039.24,1.00236,-131287770.59,,,,,2026-06-29 10:21:51.191106+00:00,2026-06-29 10:00:00+00:00,3,False,0.695,-0.695,2026-06-27/2026-07-03,1.1020629541785445,1,0,0.9737726967047693,0,-0.0006509481291937584,-8.655326975274017e-05,0.7815968601450245,1.7454375550361942,0.8800453529747013,0,0,0.7807590855803044,0,-0.0007285577364912757,-0.0007422436713455899,0.3887679285299454,1.8391696183155362,-0.0002966013817926063,-0.00040167161304481916,45.29458458281883,50.19991694302489,0.7556476466028743,0.9832471557789552,4.928966909726534e-06,0.016747915254147087,7,4,2026-06-29 10:16:42+00:00,7.0,0.48200422201303034
2026-06-29 21:01:56.070172+00:00,2026-06-29T21:01:56.056960+00:00,BTC,KXBTC15M-26JUN291715-15,2026-06-29T21:15:00Z,60233.7038,60212.16,0.0358,13.07,0.01,0.655,0.7862,0.1312,yes,trade,-0.1965,0.0,1.0,-1.0,0.013,1.0,0.719,0.0,-1,0.281,0.0,0.002832,0.9057,1.0,8.53,31.78,0.018,0.0075,-0.1092,-0.1455,-1,1.0,0.4821,0.5001,999.0,,0.3651,1.0,0.0,-0.2052,-1,-1.0,73.15,-1.0,53.74,66.235407,0.0,0,0.793,0.0024297,0.0006434,0.0004557,0.1551,,,,1.0526,0.7855,-2.0,-1.0,-0.3796,67.26,13.0,2.0,0.3802,0.0304,60.91,2000.0,1.0,1.0,32.08,60393.78,0.2658,0.3016,Bull,Bull,Sideways,Bull,Bull,Bull,,0.9436,0.7765,-0.2207,-0.1921,0.5726,1.6468,0.4209,-0.6777,-0.0019,-0.0008,0.6229,0.0,47109.92,95178895.1,1.037942,-65888180.68,,,,,2026-06-29 21:01:56.070172+00:00,2026-06-29 21:00:00+00:00,3,True,0.655,0.345,2026-06-27/2026-07-03,0.034192108077866906,0,-1,0.0,0,0.0002130362649294271,-2.19144516272877e-05,0.7230368812683179,3.9138049000358497,0.558601919388441,0,0,0.7406973064537155,1,0.0006976921638735748,0.0009799839552891423,0.5982712796377685,2.1808987488149385,7.898998841580734e-05,-0.000680981957249676,100.0,60.33778103153748,0.8243151376304503,0.0005685197937397959,6.616738003275672e-05,0.999365312826234,6,3,2026-06-29 21:01:54+00:00,5.0,0.4577505108064065
2026-06-29 21:32:20.968056+00:00,2026-06-29T21:32:20.952813+00:00,BTC,KXBTC15M-26JUN291745-45,2026-06-29T21:45:00Z,60306.5212,60251.87,0.0907,12.65,0.01,0.835,0.9078,0.0728,yes,trade,-0.646,0.5,0.0,0.0,0.0,1.0,0.7825,0.2175,-1,0.0,0.2175,0.002467,0.5565,0.0,32.1,43.94,0.0,0.0,-0.0333,-0.1135,-1,1.0,0.4821,0.5001,999.0,,0.286,1.0,0.0,-0.2052,-1,-1.0,73.15,-1.0,53.74,66.235407,0.0,0,0.793,0.0024297,0.0006434,0.0004557,0.1551,,,,1.0526,0.7855,-2.0,-1.0,-0.1063,67.25,13.0,2.0,0.441,0.0353,70.14,2000.0,1.0,1.0,13.86,60472.51,0.2752,0.3662,Bull,Bull,Sideways,Bull,Bull,Bull,,0.9103,0.8946,-0.2207,-0.1921,0.5726,1.6468,0.4209,-0.6777,-0.0019,-0.0008,0.6229,0.0,49533.32,95178895.1,1.037942,-65888180.68,,,,,2026-06-29 21:32:20.968056+00:00,2026-06-29 21:00:00+00:00,3,True,0.835,0.165,2026-06-27/2026-07-03,0.78520646490609,0,0,0.5570364269402139,1,0.0008012363862234752,3.750044309979274e-05,0.7442638002945814,2.3231070228615494,0.6779806676339915,0,0,0.7439631906216939,0,0.0008752365259098049,0.0006464033154607684,0.6297123964437403,2.135137046463666,-0.0001768263979649567,-0.000680981957249676,100.0,60.33778103153748,0.8243151376304503,0.0005685197937397959,6.616738003275672e-05,0.999365312826234,6,3,2026-06-29 21:32:18+00:00,7.0,0.4577505108064065
2026-06-29 22:18:09.473112+00:00,2026-06-29T22:18:09.459337+00:00,BTC,KXBTC15M-26JUN291830-30,2026-06-29T22:30:00Z,60371.4287,60354.66,0.0278,11.85,0.02,0.62,0.7788,0.1588,yes,trade,-0.2188,0.8778,0.0776,1.0,0.323,1.0,0.5973,0.4027,-1,0.0,0.4027,0.002216,0.8535,1.0,53.67,71.13,0.0,0.0025,-0.0194,0.054,-1,1.0,0.7553,0.836,999.0,,0.2675,1.0,0.8074,0.3664,1,1.0,85.27,1.0,56.66,74.109007,0.0,1,0.9383,0.0016543,0.0006456,0.0007657,0.2634,,,,1.0526,0.7855,-2.0,-1.0,-0.0708,67.17,13.0,2.0,0.418,0.0334,66.96,2000.0,1.0,1.0,41.04,60451.09,0.132,0.1598,Bull,Sideways,Sideways,Bull,Bull,Bull,,1.1277,0.7611,-0.267,-0.2026,0.563,1.5873,0.4367,0.965,0.0009,0.0014,0.7265,0.0,48646.76,95178895.1,1.037942,-65888180.68,,,,,2026-06-29 22:18:09.473112+00:00,2026-06-29 22:00:00+00:00,3,True,0.62,0.38,2026-06-27/2026-07-03,0.6548274680766991,0,0,0.6975609756097505,1,0.0003977194727675637,-7.368594110482166e-06,0.4685490895017107,3.741231265098097,0.6257067931285819,0,0,0.6046641827062306,0,-6.693971308686854e-05,0.0003663048622802095,0.6996288093820184,2.0947085989948664,-8.555162594496897e-05,0.00013917287659278988,92.52755036143525,56.75151241652995,0.8188064848207058,0.000969705275805577,8.61595331564942e-05,0.998944135191033,6,3,2026-06-29 22:08:00+00:00,7.0,0.4864045134342575
2026-06-29 23:03:57.177913+00:00,2026-06-29T23:03:57.173202+00:00,BTC,KXBTC15M-26JUN291915-15,2026-06-29T23:15:00Z,60289.7413,60270.98,0.0311,11.05,0.01,0.655,0.8084,0.1534,yes,trade,-0.3307,0.0,0.48,-1.0,0.032,1.0,0.2741,0.0,-1,0.7259,0.0,0.001882,0.4944,-1.0,5.42,32.93,0.0,-0.0105,-0.058,-0.078,-1,1.0,0.4693,0.5674,999.0,,0.2052,1.0,0.111,-0.1786,-1,-1.0,77.15,-1.0,59.38,66.56327,0.0,0,0.7803,0.0013948,0.0003764,0.0009088,0.1389,,,,1.0526,0.7855,0.0,0.7647,0.0362,67.08,13.0,2.0,0.4446,0.0356,71.39,2000.0,0.0,0.0,-71.39,60361.68,0.1193,0.1505,Sideways,Sideways,Sideways,Bull,Bull,Bull,,1.0966,0.8401,-0.3015,-0.2128,0.6094,1.5528,0.4464,-0.6783,-0.0013,-0.0011,0.6148,0.0,64603.61,95178895.1,1.037942,-65888180.68,,,,,2026-06-29 23:03:57.177913+00:00,2026-06-29 23:00:00+00:00,3,False,0.655,-0.655,2026-06-27/2026-07-03,0.19478409729870308,0,0,0.13857771139322306,0,4.4853535237178715e-05,1.205035073866765e-05,0.6118362575966078,2.9339087407015882,0.35751299841872697,0,0,0.4608888140323925,0,6.615192811815347e-05,-2.6142200255017316e-05,0.5973877503682485,2.0826991783975615,0.0001693045507301004,8.592607448731519e-05,80.55329875216097,53.63738526841406,0.8049625906431586,0.012272279379040834,0.0001407021763060574,0.9875870184446549,6,3,2026-06-29 23:03:54+00:00,5.0,0.5089390430610072
2026-06-29 23:48:36.806140+00:00,2026-06-29T23:48:36.791969+00:00,BTC,KXBTC15M-26JUN292000-00,2026-06-30T00:00:00Z,60199.9362,60176.49,0.039,11.39,0.01,0.675,0.8257,0.1507,yes,trade,-0.4098,0.2366,0.7634,-1.0,0.047,1.0,0.5134,0.6716,1,0.3284,0.1581,0.001754,0.7861,0.0,29.69,17.78,0.0,0.014,0.0462,-0.1648,-1,1.0,0.4693,0.5674,999.0,,0.2042,1.0,0.111,-0.1786,-1,-1.0,77.15,-1.0,59.38,66.56327,0.0,0,0.7803,0.0013948,0.0003764,0.0009088,0.1389,,,,1.0526,0.7855,-1.0,0.3636,0.0385,67.09,13.0,2.0,0.4637,0.0371,74.25,2000.0,0.0,0.0,-74.25,60195.12,-0.008,0.031,Sideways,Sideways,Sideways,Bull,Bull,Bull,,1.0044,0.8224,-0.3015,-0.2128,0.6094,1.5528,0.4464,-0.6783,-0.0013,-0.0011,0.6148,0.0,65023.72,95178895.1,1.037942,-65888180.68,,,,,2026-06-29 23:48:36.806140+00:00,2026-06-29 23:00:00+00:00,3,False,0.675,-0.675,2026-06-27/2026-07-03,0.38070351807533975,0,0,0.2959330408170875,0,0.00018831874893896513,2.4193169859911337e-05,0.648031537814502,2.4971175778454255,0.2006684442523008,0,0,0.20591419840716446,0,4.6218233551920855e-05,-0.0001481954108987315,0.7654336094724702,2.076749256827218,0.0002228931816859825,8.592607448731519e-05,80.55329875216097,53.63738526841406,0.8049625906431586,0.012272279379040834,0.0001407021763060574,0.9875870184446549,6,3,2026-06-29 23:48:36+00:00,5.0,0.5089390430610072
2026-07-01 05:20:39.542766+00:00,2026-07-01T05:20:39.537889+00:00,BTC,KXBTC15M-26JUL010130-30,2026-07-01T05:30:00Z,59227.9437,59197.93,0.0507,9.34,0.01,0.655,0.8148,0.1598,yes,trade,-0.3904,0.5575,0.1492,1.0,0.641,1.0,0.317,0.3407,-1,0.3423,0.3407,0.003226,0.6467,1.0,61.47,84.79,0.0,0.0209,-0.0861,0.1782,1,1.0,0.6081,0.0727,999.0,,0.308,1.0,0.6905,0.2768,1,4.0,92.95,0.0,73.75,116.512645,0.0,0,0.8945,0.0020502,0.001202,-0.0001185,0.3552,,,,0.9489,0.9226,-2.0,-1.0,-0.0396,70.19,10.0,0.0,0.4633,0.0371,74.02,2000.0,0.0,0.0,-74.02,59167.23,-0.1025,-0.0519,Sideways,Bull,Bear,Bull,Bull,Bull,,1.4296,0.8113,-0.0501,-0.1303,0.6082,2.0494,0.3382,0.6429,-0.0002,-0.0,0.7959,0.0,88541.28,-69827311.87,0.982028,-120404406.83,,,,,2026-07-01 05:20:39.542766+00:00,2026-07-01 05:00:00+00:00,3,False,0.655,-0.655,2026-06-27/2026-07-03,0.20070363007505562,0,0,0.5493070466523494,0,-0.0009388129075828062,-0.00020276098825176424,0.8149291449700576,2.8182013720296117,0.5146214683544388,0,0,0.8319621755163172,0,-0.0010511281966514353,-8.712606557869079e-05,0.705406157006859,1.992908041507098,0.00019942290666551414,9.161038822475519e-05,37.06727676390477,44.7201240595887,0.7452907245920923,0.013905353594115197,9.635140480994606e-05,0.9859982950010797,6,3,2026-07-01 05:10:30+00:00,2.0,0.5282645623537221
2026-07-01 09:09:04.992016+00:00,2026-07-01T09:09:04.983994+00:00,BTC,KXBTC15M-26JUL010515-15,2026-07-01T09:15:00Z,58933.2913,58902.78,0.0518,5.92,0.01,0.655,0.8224,0.1674,yes,trade,-0.4816,0.8004,0.1996,-1.0,0.088,1.0,0.885,1.0,1,0.0,0.115,0.002627,1.6427,3.0,92.53,76.53,0.0041,0.1347,0.4366,0.3887,1,1.0,0.0175,-0.4575,999.0,,0.3204,1.0,1.0,0.3351,1,2.0,70.1,1.0,56.92,59.174496,0.0,1,0.6856,-0.0004408,0.0002691,-0.000232,0.0407,,,,-0.6979,0.2306,-1.0,0.3857,-0.4123,71.05,10.0,0.0,0.4851,0.0388,77.29,2000.0,0.0,0.0,-77.29,58953.79,0.0348,0.0866,Sideways,Sideways,Bear,Bull,Bull,Bull,,1.2695,0.7896,-0.0044,-0.0907,0.5052,2.405,0.2882,0.9294,0.0023,0.0011,0.5371,0.0,-56510.42,-10051995.18,0.994867,-329938360.03,,,,,2026-07-01 09:09:04.992016+00:00,2026-07-01 09:00:00+00:00,3,False,0.655,-0.655,2026-06-27/2026-07-03,1.169465922655339,1,0,0.8689628964278298,-1,-0.00012338373364988663,9.690516309398753e-05,0.6975736992545036,1.7362512421413665,0.808332226738419,0,0,0.5136733031107066,0,-0.0005610759287436487,-0.0006540917643349867,0.5660120643759452,3.7898631746382425,-0.0006131249824689635,-0.0003987459503403254,27.19221448851957,42.91274492916255,0.7740060579585776,0.002659746171029872,8.968287635734151e-05,0.9972505709526079,7,3,2026-07-01 09:04:00+00:00,7.0,0.48636275979382876
2026-07-01 19:01:54.541426+00:00,2026-07-01T19:01:54.526898+00:00,BTC,KXBTC15M-26JUL011515-15,2026-07-01T19:15:00Z,60140.2238,60113.35,0.0447,13.09,0.01,0.635,0.7868,0.1518,yes,trade,-0.2328,0.8254,0.8254,1.0,0.141,1.0,0.282,0.3646,-1,0.3534,0.3646,0.002711,1.2091,0.0,49.71,74.1,0.0,-0.0188,-0.0938,0.0184,-1,1.0,1.3698,1.3383,999.0,,0.3846,1.0,0.4971,-0.0377,-1,-1.0,83.66,0.0,62.26,179.336969,0.0,0,0.9412,0.0044678,0.0019971,0.0010396,0.3486,,,,2.6004,0.8361,-1.0,-1.0,0.0221,64.68,10.0,0.0,0.4158,0.0333,66.67,2000.0,1.0,1.0,38.32,60292.49,0.2532,0.298,Bull,Bull,Bear,Bull,Bull,Bull,,0.6643,0.7611,-0.0805,-0.0719,0.4948,2.6361,0.2629,-0.089,-0.0013,-0.0007,0.876,0.0,-188443.11,384500065.19,1.06702,311850460.4,,,,,2026-07-01 19:01:54.541426+00:00,2026-07-01 19:00:00+00:00,3,True,0.635,0.365,2026-06-27/2026-07-03,0.8845958877001402,0,0,0.9659989562843678,1,0.001185714847714552,0.00021089608570904698,0.5706341584101619,1.7919922357066775,0.7959441150817923,0,0,0.7926323740742096,0,0.0008762101309034965,0.0005322969554754629,0.7210747656206841,1.354826152237431,9.341410657900578e-05,-1.0881527718683821e-05,80.20005514092348,59.757556794385614,0.9969426322897301,1.992074014646777e-05,9.494341750115809e-05,0.9998851358423512,7,1,2026-07-01 19:01:54+00:00,1.0,0.5478572453207737
